year,product_code,pci
2009,20,-0.721914481785562
2010,20,-0.716343161132601
2011,20,-0.585455844799678
2012,20,-0.546535649233394
2013,20,-0.616864163014624
2014,20,-0.683017272916105
2015,20,-0.702895873950587
2016,20,-0.647309106257227
2017,20,-0.612202266024219
1995,21,-0.363988680144151
1996,21,-0.428942773491144
1997,21,-0.394787130256494
1998,21,-0.331378286083539
1999,21,-0.292518592129151
2000,21,-0.413735565030947
2001,21,-0.405984733253717
2002,21,-0.54140912865599
2003,21,-0.37205543431143
2004,21,-0.171280164892475
2005,21,-0.268841653130949
2006,21,-0.220669627189636
2007,21,-0.266561479928593
2008,21,-0.203925258480012
2009,21,-0.166780035166691
2010,21,-0.195850662887096
2011,21,-0.210270351419846
2012,21,-0.268029804031054
2013,21,-0.269655996312698
2014,21,-0.374553275605043
2015,21,-0.453926506607483
2016,21,-0.372430428862572
2017,21,-0.289261307567358
1995,22,-0.346942748460505
1996,22,-0.24970930069685
1997,22,-0.369787060552173
1998,22,-0.345680687369572
1999,22,-0.551270483268632
2000,22,-0.417863452600108
2001,22,-0.446454702566067
2002,22,-0.508335509027044
2003,22,-0.511530120339659
2004,22,-0.411248798171679
2005,22,-0.498696097069317
2006,22,-0.586438930696911
2007,22,-0.457275660501586
2008,22,-0.444209717628029
2009,22,-0.360439758747816
2010,22,-0.465013767961257
2011,22,-0.467105279366175
2012,22,-0.397153690457344
2013,22,-0.46909048077133
2014,22,-0.524881214627789
2015,22,-0.470502101712757
2016,22,-0.482234971597791
2017,22,-0.426600385664238
1995,23,-1.04685913274686
1996,23,-1.03601435489125
1997,23,-1.03513018786907
1998,23,-0.972202313443025
1999,23,-0.900703380505244
2000,23,-1.02292890515592
2001,23,-1.04919757942359
2002,23,-0.847370236698124
2003,23,-1.02089333865378
2004,23,-1.01732887327671
2005,23,-0.851824384596613
2006,23,-1.07670212454266
2007,23,-0.96388818240828
2008,23,-0.988161772489548
2009,23,-0.750521995955043
2010,23,-0.733873085843192
2011,23,-0.765706265966098
2012,23,-0.69457987199227
2013,23,-0.941704200373756
2014,23,-0.892256312900119
2015,23,-0.807865801784727
2016,23,-0.871782749891281
2017,23,-0.924074431260427
1995,24,-0.801572307323416
1996,24,-0.856628865003586
1997,24,-1.10757058858871
1998,24,-0.970035687088966
1999,24,-0.854149182637533
2000,24,-0.867990533510844
2001,24,-0.924038936694463
2002,24,-0.926685849825541
2003,24,-1.01305695374807
2004,24,-1.00278526544571
2005,24,-1.16221962372462
2006,24,-1.13213258981705
2007,24,-1.04435547192891
2008,24,-0.921009610096614
2009,24,-1.01390500863393
2010,24,-0.973430971304576
2011,24,-1.03220156828562
2012,24,-0.875660608212153
2013,24,-0.974186321099599
2014,24,-0.941824108362198
2015,24,-0.89418892065684
2016,24,-0.940336585044861
2017,24,-1.09254515171051
1995,25,-0.469070813053986
1996,25,-0.479483373121669
1997,25,-0.505621642060578
1998,25,-0.458276415492098
1999,25,-0.460605929341788
2000,25,-0.47395786413302
2001,25,-0.60552951010565
2002,25,-0.523080417748618
2003,25,-0.59060179417332
2004,25,-0.55486378322045
2005,25,-0.47880805482467
2006,25,-0.584965548415979
2007,25,-0.636040148014824
2008,25,-0.697802101807862
2009,25,-0.725873668132157
2010,25,-0.736615285277367
2011,25,-0.729413497550734
2012,25,-0.761647193853198
2013,25,-0.736085697494704
2014,25,-0.74571061361549
2015,25,-0.713725894239956
2016,25,-0.747865169244851
2017,25,-0.773138161877106
1995,26,-1.08931052773481
1996,26,-0.838726390685354
1997,26,-0.836441729018199
1998,26,-0.873512669776877
1999,26,-0.948811450529666
2000,26,-0.930422686040401
2001,26,-1.10651126716818
2002,26,-1.11532021775132
2003,26,-1.25004200105156
2004,26,-1.18915166883242
2005,26,-1.26645764832695
2006,26,-1.36670457110519
2007,26,-1.36554351165181
2008,26,-1.59717845065253
2009,26,-1.54485783158314
2010,26,-1.48039105570032
2011,26,-1.48438636036146
2012,26,-1.56442317437558
2013,26,-1.61795703392653
2014,26,-1.62213290447281
2015,26,-1.71153837584314
2016,26,-1.59089133285341
2017,26,-1.72900779589656
1995,27,-0.369487599964486
1996,27,-0.268356182146817
1997,27,-0.482210650807247
1998,27,-0.407048713415861
1999,27,-0.463659904431552
2000,27,-0.53199344035238
2001,27,-0.638566841284046
2002,27,-0.480029609287158
2003,27,-0.563902047462761
2004,27,-0.427699918160215
2005,27,-0.380442797788419
2006,27,-0.528446178883314
2007,27,-0.547876829805318
2008,27,-0.670552260009572
2009,27,-0.629083371721208
2010,27,-0.683297237148508
2011,27,-0.7975910352543
2012,27,-0.854584955610335
2013,27,-0.701223141048104
2014,27,-0.754069721791893
2015,27,-0.823684394359589
2016,27,-0.721885463222861
2017,27,-0.679806277621537
1995,28,0.271719920330261
1996,28,0.293138117867285
1997,28,0.30127894797125
1998,28,0.291188813728285
1999,28,0.334348402442593
2000,28,0.367350926878406
2001,28,0.244043946339219
2002,28,0.231489071339442
2003,28,0.233350882404849
2004,28,0.279362667493486
2005,28,0.370821992921479
2006,28,0.271848683628966
2007,28,0.223943383866629
2008,28,0.0704983325638608
2009,28,0.13851456439086
2010,28,0.0474019296029035
2011,28,0.0669370314891578
2012,28,0.0847902803627007
2013,28,0.0403754135922474
2014,28,0.0617877518091643
2015,28,0.122127325812756
2016,28,0.0753905943768355
2017,28,0.028719351097357
1995,29,0.840004422657547
1996,29,0.883846857185875
1997,29,1.00555871267404
1998,29,0.965607962848264
1999,29,0.963832169948589
2000,29,1.00018855885026
2001,29,1.07325724397032
2002,29,1.11022611796146
2003,29,1.01359549005117
2004,29,1.01406564066807
2005,29,0.955787075417382
2006,29,0.979389587151153
2007,29,0.987707798191834
2008,29,0.991161876845928
2009,29,1.00659393829604
2010,29,1.01764652434559
2011,29,0.944811521896294
2012,29,0.875023003933685
2013,29,0.987589534549486
2014,29,0.965800298377872
2015,29,0.915603595475356
2016,29,0.843376277679844
2017,29,0.825573585960748
1995,30,0.677821025252342
1996,30,0.641040965914726
1997,30,0.67482952028513
1998,30,0.889592091242472
1999,30,0.8375250796477
2000,30,0.715470696489016
2001,30,0.749562640984853
2002,30,0.804122924804688
2003,30,0.820292790730794
2004,30,0.96873044470946
2005,30,0.8008737017711
2006,30,0.84004578491052
2007,30,0.840066971878211
2008,30,0.898986056447029
2009,30,1.01421922445297
2010,30,0.836399724086126
2011,30,0.851897721489271
2012,30,0.750087967763344
2013,30,0.851002166668574
2014,30,0.770699544499318
2015,30,0.665526580065489
2016,30,0.777833084265391
2017,30,0.752343939617276
1995,31,-0.464517533034086
1996,31,-0.550778299570084
1997,31,-0.468793148268014
1998,31,-0.47122392654419
1999,31,-0.659581609070301
2000,31,-0.476714283227921
2001,31,-0.642596863210201
2002,31,-0.53133270740509
2003,31,-0.623877120018005
2004,31,-0.360961651802063
2005,31,-0.436037635803223
2006,31,-0.489483726024628
2007,31,-0.464622530527413
2008,31,-0.656719362735748
2009,31,-0.711119961738586
2010,31,-0.587477996945381
2011,31,-0.783618479967117
2012,31,-0.665398329496384
2013,31,-0.798282438516617
2014,31,-0.702210015058518
2015,31,-0.691546231508255
2016,31,-0.901478946208954
2017,31,-0.895926022529602
1995,32,0.447942620764176
1996,32,0.473157665381829
1997,32,0.508437267690897
1998,32,0.445780356725057
1999,32,0.540761975757778
2000,32,0.527718657130996
2001,32,0.434652423175673
2002,32,0.408580069430172
2003,32,0.42604238341252
2004,32,0.48123013873895
2005,32,0.389847440893451
2006,32,0.337931407491366
2007,32,0.481690783301989
2008,32,0.364136335564156
2009,32,0.412600913147132
2010,32,0.372439160446326
2011,32,0.410814002156258
2012,32,0.417763864497344
2013,32,0.401454384873311
2014,32,0.302383265892665
2015,32,0.335296904792388
2016,32,0.197841111943126
2017,32,0.253177767867843
1995,33,-0.120734721555242
1996,33,-0.15774426363974
1997,33,-0.0674237236380577
1998,33,-0.046151553945882
1999,33,-0.00902686268091202
2000,33,-0.174882186310632
2001,33,-0.129135325551033
2002,33,-0.150781174057296
2003,33,-0.151373454901789
2004,33,-0.00151691426123892
2005,33,0.0314909060086523
2006,33,0.0647550565855844
2007,33,0.0428979971579143
2008,33,0.0184525017227445
2009,33,0.00329815809215818
2010,33,0.108440294329609
2011,33,0.022233210504055
2012,33,-0.0314977743130709
2013,33,-0.00132445485464164
2014,33,0.019144808607442
2015,33,-0.0118005455005914
2016,33,0.00323615542479924
2017,33,-0.0976663721459252
1995,34,0.446151878903038
1996,34,0.366411508992314
1997,34,0.362540255766362
1998,34,0.289729104959406
1999,34,0.435541804181412
2000,34,0.400541054084897
2001,34,0.293783676810563
2002,34,0.280265349894762
2003,34,0.265102408826351
2004,34,0.356459397822619
2005,34,0.400129454210401
2006,34,0.403395818546414
2007,34,0.439254924654961
