year,hs_eci,locationcode,complexity_harv_rank_simple,complexity_harv_rank_normed,complexity_harv_rank_common
1996,1.787782,GBR,7,0.0280373831775701,7
1997,1.8577524,GBR,7,0.0280373831775701,7
1998,1.8870038,GBR,6,0.0233644859813084,6
1999,1.9603682,GBR,7,0.027906976744186,7
2000,1.9285716,GBR,7,0.0260869565217391,6
2001,1.8850123,GBR,8,0.0304347826086957,7
2002,1.830355,GBR,6,0.0217391304347826,6
2003,1.827294,GBR,7,0.0260869565217391,6
2004,1.8296393,GBR,7,0.0260869565217391,7
2005,1.7573237,GBR,7,0.0260869565217391,7
2006,1.782537,GBR,6,0.0216450216450216,6
2007,1.7642837,GBR,6,0.0216450216450216,6
2008,1.8264941,GBR,6,0.0216450216450216,6
2009,1.8706254,GBR,6,0.0216450216450216,6
2010,1.8192762,GBR,7,0.025974025974026,7
2011,1.8076034,GBR,7,0.0257510729613734,6
2012,1.6381537,GBR,12,0.047008547008547,10
2013,1.6894661,GBR,9,0.0340425531914894,9
2014,1.7189641,GBR,9,0.0341880341880342,8
2015,1.6657984,GBR,12,0.047008547008547,12
2016,1.6692361,GBR,12,0.047008547008547,11
1995,1.0578477,GEO,27,0.119266055045872,27
1996,0.4737963,GEO,65,0.299065420560748,63
1997,0.22579229,GEO,91,0.420560747663551,89
1998,0.59012824,GEO,59,0.271028037383178,58
1999,0.3004767,GEO,84,0.386046511627907,81
2000,0.53485507,GEO,76,0.326086956521739,64
2001,0.52037364,GEO,73,0.31304347826087,62
2002,0.5522357,GEO,63,0.269565217391304,54
2003,0.29479474,GEO,92,0.395652173913043,81
2004,0.3278032,GEO,86,0.369565217391304,74
2005,0.048738547,GEO,117,0.504347826086957,105
2006,0.1005315,GEO,118,0.506493506493507,104
2007,0.08496725,GEO,114,0.489177489177489,98
2008,-0.2843103,GEO,146,0.627705627705628,128
2009,-0.0042857463,GEO,124,0.532467532467532,108
2010,-0.2612284,GEO,147,0.632034632034632,130
2011,0.1623327,GEO,107,0.454935622317597,90
2012,-0.19597976,GEO,133,0.564102564102564,113
2013,-0.089476496,GEO,127,0.536170212765958,109
2014,-0.2921745,GEO,145,0.615384615384615,127
2015,-0.27856743,GEO,142,0.602564102564103,124
2016,-0.26473588,GEO,146,0.61965811965812,128
1995,-1.225218,GHA,202,0.922018348623853,196
1996,-1.043088,GHA,182,0.845794392523365,180
1997,-1.0422125,GHA,185,0.85981308411215,183
1998,-1.1578894,GHA,189,0.878504672897196,187
1999,-0.89117104,GHA,175,0.809302325581395,172
2000,-1.212061,GHA,211,0.91304347826087,193
2001,-1.0853779,GHA,206,0.891304347826087,189
2002,-1.2598766,GHA,211,0.91304347826087,194
2003,-1.0808005,GHA,203,0.878260869565217,186
2004,-1.2026014,GHA,212,0.917391304347826,195
2005,-1.0773206,GHA,200,0.865217391304348,183
2006,-1.1103408,GHA,204,0.878787878787879,185
2007,-0.95704234,GHA,193,0.831168831168831,176
2008,-1.0295792,GHA,203,0.874458874458875,185
2009,-1.011079,GHA,203,0.874458874458875,185
2010,-0.96151054,GHA,199,0.857142857142857,180
2011,-0.9220281,GHA,195,0.832618025751073,174
2012,-0.9728494,GHA,202,0.858974358974359,181
2013,-0.8522499,GHA,188,0.795744680851064,166
2014,-1.1388046,GHA,206,0.876068376068376,185
2015,-1.4060861,GHA,220,0.935897435897436,199
2016,-1.1400052,GHA,209,0.888888888888889,188
1995,0.73407286,GIB,44,0.197247706422018,42
1996,0.8030749,GIB,40,0.182242990654206,40
1997,0.78837025,GIB,46,0.210280373831776,46
1998,0.53368425,GIB,64,0.294392523364486,63
1999,0.59301984,GIB,53,0.241860465116279,52
2000,0.8533683,GIB,52,0.221739130434783,42
2001,0.7697653,GIB,58,0.247826086956522,50
2002,0.82623094,GIB,49,0.208695652173913,43
2003,1.1451093,GIB,26,0.108695652173913,22
2004,0.6633693,GIB,54,0.230434782608696,47
2005,0.69683444,GIB,57,0.243478260869565,50
2006,0.9841791,GIB,44,0.186147186147186,39
2007,1.0146699,GIB,43,0.181818181818182,38
2008,1.1001132,GIB,36,0.151515151515152,31
2009,1.185133,GIB,32,0.134199134199134,28
2010,0.71351886,GIB,64,0.272727272727273,54
2011,1.0478404,GIB,43,0.180257510729614,36
2012,1.0354232,GIB,44,0.183760683760684,37
2013,0.951824,GIB,43,0.178723404255319,38
2014,0.63021415,GIB,71,0.299145299145299,61
2015,0.6189239,GIB,73,0.307692307692308,62
2016,1.0766011,GIB,40,0.166666666666667,35
1995,-1.3533272,GIN,208,0.94954128440367,202
1996,-1.33097,GIN,197,0.91588785046729,195
1997,-1.2418164,GIN,196,0.911214953271028,194
1998,-1.9495814,GIN,214,0.995327102803738,212
1999,-1.9346409,GIN,215,0.995348837209302,212
2000,-1.4567409,GIN,221,0.956521739130435,203
2001,-1.6494946,GIN,228,0.98695652173913,210
2002,-1.6928012,GIN,227,0.982608695652174,209
2003,-2.1956987,GIN,231,1,213
2004,-1.3771127,GIN,223,0.965217391304348,206
2005,-1.5229756,GIN,222,0.960869565217391,205
2006,-1.6967974,GIN,226,0.974025974025974,207
2007,-1.6015301,GIN,226,0.974025974025974,207
2008,-1.5627116,GIN,223,0.961038961038961,204
2009,-1.775872,GIN,228,0.982683982683983,210
2010,-1.5992687,GIN,227,0.978354978354978,208
2011,-1.7358311,GIN,231,0.987124463519313,210
2012,-1.8516024,GIN,230,0.978632478632479,209
2013,-1.9907452,GIN,233,0.987234042553191,211
2014,-1.52447,GIN,226,0.961538461538461,205
2015,-1.2718649,GIN,216,0.918803418803419,195
2016,-1.9654561,GIN,232,0.987179487179487,211
1995,0.62596536,GLP,51,0.229357798165138,
1995,-0.5304384,GMB,151,0.688073394495413,145
1996,-1.3703041,GMB,198,0.920560747663551,196
1997,-0.642731,GMB,152,0.705607476635514,150
1998,-0.91225886,GMB,172,0.799065420560748,170
1999,-0.797381,GMB,171,0.790697674418605,168
2000,-0.13387312,GMB,129,0.556521739130435,115
2001,0.144251,GMB,111,0.478260869565217,99
2002,0.084655255,GMB,115,0.495652173913044,101
2003,0.1450993,GMB,111,0.478260869565217,98
2004,0.08907982,GMB,110,0.473913043478261,96
2005,-0.103634,GMB,128,0.552173913043478,114
2006,-0.21929419,GMB,142,0.61038961038961,127
2007,-0.5838933,GMB,164,0.705627705627706,147
2008,-0.2192057,GMB,138,0.593073593073593,121
2009,-0.4265692,GMB,153,0.658008658008658,135
2010,-0.90965617,GMB,195,0.83982683982684,176
2011,-0.6342067,GMB,173,0.738197424892704,153
2012,-0.6095851,GMB,168,0.713675213675214,148
2013,-0.9686031,GMB,200,0.846808510638298,178
2014,-0.76022094,GMB,185,0.786324786324786,164
2015,-1.1138272,GMB,204,0.867521367521368,183
2016,-0.8977732,GMB,190,0.807692307692308,170
1995,-1.3006256,GNB,206,0.940366972477064,200
1996,-1.7453703,GNB,211,0.981308411214953,209
1997,-1.7163709,GNB,211,0.981308411214953,209
1998,-1.8830131,GNB,213,0.990654205607477,211
1999,-1.571119,GNB,208,0.962790697674419,205
2000,-1.6413542,GNB,224,0.969565217391304,206
2001,-1.1440802,GNB,209,0.904347826086956,192
2002,0.0401684,GNB,124,0.534782608695652,110
2003,0.12173914,GNB,112,0.482608695652174,99
2004,-0.91453546,GNB,193,0.834782608695652,177
2005,-0.6491249,GNB,168,0.726086956521739,152
2006,-1.2750703,GNB,215,0.926406926406927,196
2007,-1.3004266,GNB,221,0.952380952380952,202
2008,-1.6292204,GNB,224,0.965367965367965,205
2009,-0.19887836,GNB,136,0.584415584415584,119
2010,-1.3467647,GNB,223,0.961038961038961,204
2011,-0.53096926,GNB,163,0.695278969957082,143
2012,-1.5714593,GNB,226,0.961538461538461,205
2013,-1.9651835,GNB,231,0.978723404255319,209
2014,-0.6997857,GNB,179,0.760683760683761,159
2015,-2.1596322,GNB,233,0.991452991452991,212
2016,-1.6538717,GNB,230,0.978632478632479,209
1995,-1.9387429,GNQ,215,0.981651376146789,209
1996,-1.8969681,GNQ,214,0.995327102803738,212
1997,-1.4100858,GNQ,205,0.953271028037383,203
1998,-2.5049634,GNQ,215,1,213
1999,-1.38212,GNQ,203,0.93953488372093,200
2000,-2.1952813,GNQ,231,1,213
2001,-1.871167,GNQ,230,0.995652173913044,212
2002,-1.9606345,GNQ,230,0.995652173913044,212
2003,-1.8035078,GNQ,227,0.982608695652174,210
2004,-0.94344586,GNQ,196,0.847826086956522,180
2005,-1.2546221,GNQ,206,0.891304347826087,189
2006,-1.1774243,GNQ,208,0.896103896103896,189
2007,-1.1639463,GNQ,212,0.913419913419913,194
2008,-0.5241165,GNQ,168,0.722943722943723,150
2009,-0.92031354,GNQ,197,0.848484848484848,179
2010,-1.0287398,GNQ,204,0.878787878787879,185
2011,-1.2180125,GNQ,211,0.901287553648069,190
2012,-0.97776216,GNQ,203,0.863247863247863,182
2013,-0.7899583,GNQ,182,0.770212765957447,160
2014,-1.6080261,GNQ,229,0.974358974358974,208
2015,-1.7389815,GNQ,231,0.982905982905983,210
2016,-1.5400143,GNQ,226,0.961538461538461,205
1995,0.13318975,GRC,98,0.444954128440367,92
1996,0.23843694,GRC,85,0.392523364485981,83
1997,0.18840568,GRC,96,0.44392523364486,94
1998,0.15405001,GRC,100,0.462616822429907,98
1999,0.24760813,GRC,89,0.409302325581395,86
2000,0.25711387,GRC,100,0.430434782608696,87
2001,0.32848376,GRC,89,0.382608695652174,77
2002,0.2819419,GRC,97,0.417391304347826,84
2003,0.30308685,GRC,89,0.382608695652174,78
2004,0.31937736,GRC,89,0.382608695652174,77
2005,0.28835973,GRC,94,0.404347826086957,83
2006,0.23960423,GRC,100,0.428571428571429,87
2007,0.2565571,GRC,105,0.45021645021645,90
2008,0.23082218,GRC,106,0.454545454545455,92
2009,0.13152803,GRC,114,0.489177489177489,99
2010,0.11665084,GRC,117,0.502164502164502,101
2011,0.108477205,GRC,117,0.497854077253219,100
2012,0.13318166,GRC,111,0.47008547008547,95
2013,0.17733668,GRC,104,0.438297872340426,88
2014,0.17308366,GRC,104,0.44017094017094,91
2015,0.1223895,GRC,114,0.482905982905983,97
2016,0.124574296,GRC,111,0.47008547008547,97
1995,0.089333646,GRD,102,0.463302752293578,96
1996,0.079650074,GRD,99,0.457943925233645,97
1997,0.04021787,GRD,109,0.504672897196262,107
1998,-0.27348676,GRD,121,0.560747663551402,119
1999,-0.25356406,GRD,126,0.581395348837209,123
2000,-0.018848613,GRD,120,0.517391304347826,107
2001,0.30712256,GRD,91,0.391304347826087,79
2002,0.35876763,GRD,90,0.38695652173913,77
2003,0.4055483,GRD,78,0.334782608695652,67
2004,0.18566838,GRD,104,0.447826086956522,91
2005,0.11648232,GRD,110,0.473913043478261,99
2006,0.14553191,GRD,113,0.484848484848485,99
2007,0.042966958,GRD,121,0.51948051948052,105
2008,0.7632414,GRD,57,0.242424242424242,49
2009,0.17061871,GRD,110,0.471861471861472,95
2010,0.01977995,GRD,124,0.532467532467532,108
2011,0.16004154,GRD,108,0.459227467811159,91
2012,0.39258292,GRD,90,0.38034188034188,76
2013,0.16695681,GRD,105,0.442553191489362,89
2014,0.03655496,GRD,117,0.495726495726496,102
2015,0.12274281,GRD,113,0.478632478632479,96
2016,0.18565251,GRD,109,0.461538461538462,95
1995,-0.73358256,GRL,166,0.756880733944954,160
1996,-0.8850603,GRL,172,0.799065420560748,170
1997,-0.6140283,GRL,151,0.700934579439252,149
1998,-0.95465297,GRL,179,0.831775700934579,177
1999,-0.7192987,GRL,162,0.748837209302326,159
2000,-0.36478817,GRL,146,0.630434782608696,131
2001,0.31790236,GRL,90,0.38695652173913,78
2002,-0.3356842,GRL,155,0.669565217391304,138
2003,-0.53007954,GRL,169,0.730434782608696,152
2004,-0.92395097,GRL,195,0.843478260869565,179
2005,-0.7161592,GRL,177,0.765217391304348,161
2006,-0.8501658,GRL,191,0.822510822510823,174
2007,-0.98611665,GRL,199,0.857142857142857,182
2008,-0.6775885,GRL,180,0.774891774891775,162
2009,-1.1627522,GRL,217,0.935064935064935,199
2010,-0.30957347,GRL,150,0.645021645021645,132
2011,-0.45448515,GRL,161,0.686695278969957,141
2012,-0.9473402,GRL,199,0.846153846153846,178
2013,-0.7349066,GRL,177,0.748936170212766,155
2014,-1.0654576,GRL,201,0.854700854700855,180
2015,-0.7159281,GRL,180,0.764957264957265,160
2016,-0.94944423,GRL,193,0.82051282051282,173
1995,-0.2832147,GTM,133,0.605504587155963,127
1996,-0.40298018,GTM,139,0.644859813084112,137
1997,-0.42163247,GTM,137,0.635514018691589,135
1998,-0.38187006,GTM,132,0.61214953271028,130
1999,-0.4633135,GTM,144,0.665116279069768,141
2000,-0.5503285,GTM,163,0.704347826086957,147
2001,-0.5497265,GTM,161,0.695652173913044,144
2002,-0.7198929,GTM,184,0.795652173913044,167
2003,-0.5098041,GTM,168,0.726086956521739,151
2004,-0.5536221,GTM,160,0.691304347826087,144
2005,-0.49121264,GTM,157,0.678260869565217,141
2006,-0.36967117,GTM,153,0.658008658008658,138
2007,-0.3613394,GTM,149,0.640692640692641,133
2008,-0.39702845,GTM,158,0.67965367965368,140
2009,-0.5210234,GTM,165,0.70995670995671,147
2010,-0.4714995,GTM,162,0.696969696969697,144
2011,-0.45396158,GTM,160,0.682403433476395,140
2012,-0.41918105,GTM,156,0.662393162393162,136
2013,-0.44698566,GTM,157,0.663829787234043,137
2014,-0.45370305,GTM,160,0.67948717948718,141
2015,-0.32177937,GTM,148,0.628205128205128,129
2016,-0.4049477,GTM,155,0.658119658119658,137
1995,0.54299796,GUF,58,0.261467889908257,
1995,-0.7951778,GUY,172,0.784403669724771,166
1996,-0.66102284,GUY,153,0.710280373831776,151
1997,-0.78019786,GUY,168,0.780373831775701,166
1998,-0.85295874,GUY,168,0.780373831775701,166
1999,-0.64014137,GUY,159,0.734883720930233,156
2000,-0.93513316,GUY,193,0.834782608695652,175
2001,-0.79272366,GUY,184,0.795652173913044,167
2002,-0.8032814,GUY,187,0.808695652173913,170
2003,-0.614589,GUY,173,0.747826086956522,156
2004,-0.96549904,GUY,197,0.852173913043478,181
2005,-0.63359874,GUY,167,0.721739130434783,151
2006,-0.8129529,GUY,187,0.805194805194805,170
2007,-0.6937131,GUY,177,0.761904761904762,160
2008,-0.93091303,GUY,195,0.83982683982684,177
2009,-1.0207114,GUY,204,0.878787878787879,186
2010,-1.0117364,GUY,202,0.87012987012987,183
2011,-0.99344254,GUY,198,0.84549356223176,177
2012,-0.6351365,GUY,172,0.730769230769231,152
2013,-0.90588677,GUY,194,0.821276595744681,172
2014,-0.979557,GUY,196,0.833333333333333,175
2015,-0.5674441,GUY,169,0.717948717948718,149
2016,-0.59193176,GUY,169,0.717948717948718,150
1995,0.49458772,HKG,65,0.293577981651376,60
1996,0.5549049,HKG,56,0.257009345794393,55
1997,0.60466677,HKG,56,0.257009345794393,56
1998,0.4733526,HKG,68,0.313084112149533,67
1999,0.54396534,HKG,57,0.26046511627907,55
2000,0.5449016,HKG,74,0.317391304347826,62
2001,0.5547938,HKG,69,0.295652173913044,58
2002,0.5733824,HKG,59,0.252173913043478,50
2003,0.37242913,HKG,82,0.352173913043478,71
2004,0.6433995,HKG,56,0.239130434782609,49
2005,0.5256146,HKG,70,0.3,61
2006,0.53768814,HKG,71,0.303030303030303,62
2007,0.777809,HKG,61,0.25974025974026,51
2008,0.6078551,HKG,71,0.303030303030303,62
2009,0.5309637,HKG,79,0.337662337662338,68
2010,0.67962134,HKG,70,0.298701298701299,60
2011,0.6609554,HKG,65,0.274678111587983,55
2012,0.82739216,HKG,57,0.239316239316239,49
2013,0.7302151,HKG,63,0.263829787234043,54
2014,0.9621037,HKG,44,0.183760683760684,38
2015,0.8156404,HKG,58,0.243589743589744,51
2016,0.8267968,HKG,56,0.235042735042735,49
1995,-0.709738,HND,164,0.747706422018349,158
1996,-0.68862706,HND,156,0.724299065420561,154
1997,-0.7212666,HND,158,0.733644859813084,156
1998,-0.93235594,HND,174,0.808411214953271,172
1999,-0.85342115,HND,173,0.8,170
2000,-0.9870888,HND,197,0.852173913043478,179
2001,-0.80876166,HND,186,0.804347826086957,169
2002,-0.94647616,HND,194,0.839130434782609,177
2003,-0.8078659,HND,189,0.817391304347826,172
2004,-0.84474975,HND,188,0.81304347826087,172
2005,-0.75150543,HND,182,0.786956521739131,166
2006,-0.73868126,HND,184,0.792207792207792,167
2007,-0.70724416,HND,179,0.770562770562771,162
2008,-0.7506411,HND,184,0.792207792207792,166
2009,-0.74538666,HND,183,0.787878787878788,165
2010,-0.6529297,HND,177,0.761904761904762,159
2011,-0.8421637,HND,189,0.8068669527897,168
2012,-0.590612,HND,166,0.705128205128205,146
2013,-0.66037226,HND,173,0.731914893617021,152
2014,-0.57195675,HND,171,0.726495726495727,152
2015,-0.6180776,HND,170,0.722222222222222,150
2016,-0.5646663,HND,168,0.713675213675214,149
1995,0.7091503,HRV,46,0.206422018348624,44
1996,0.71558917,HRV,45,0.205607476635514,45
1997,0.68827933,HRV,50,0.228971962616822,50
1998,0.65227145,HRV,52,0.238317757009346,52
1999,0.50715387,HRV,63,0.288372093023256,61
2000,0.59857595,HRV,69,0.295652173913044,58
2001,0.56023735,HRV,68,0.291304347826087,57
2002,0.57189655,HRV,60,0.256521739130435,51
2003,0.53238493,HRV,72,0.308695652173913,62
2004,0.67793703,HRV,52,0.221739130434783,45
2005,0.676129,HRV,58,0.247826086956522,51
2006,0.772626,HRV,60,0.255411255411255,52
2007,0.77560115,HRV,62,0.264069264069264,52
2008,0.87107533,HRV,50,0.212121212121212,43
2009,0.7920352,HRV,60,0.255411255411255,50
2010,0.76997185,HRV,55,0.233766233766234,45
2011,0.8463799,HRV,52,0.218884120171674,44
2012,0.8246544,HRV,58,0.243589743589744,50
2013,0.8433896,HRV,52,0.217021276595745,44
2014,0.759519,HRV,62,0.260683760683761,52
2015,0.7063117,HRV,66,0.277777777777778,57
2016,0.8311897,HRV,54,0.226495726495727,47
1995,-0.798539,HTI,173,0.788990825688074,167
1996,-0.9938704,HTI,179,0.831775700934579,177
1997,-1.0956218,HTI,187,0.869158878504673,185
1998,-1.2732195,HTI,196,0.911214953271028,194
1999,-1.2349014,HTI,196,0.906976744186047,193
2000,-1.105465,HTI,204,0.882608695652174,186
2001,-1.1445378,HTI,210,0.908695652173913,193
2002,-1.1395221,HTI,207,0.895652173913044,190
2003,-1.2678324,HTI,217,0.939130434782609,200
2004,-1.2348831,HTI,214,0.926086956521739,197
2005,-1.2717246,HTI,209,0.904347826086956,192
2006,-1.0371019,HTI,200,0.861471861471862,181
2007,-1.112587,HTI,206,0.887445887445887,188
2008,-1.0260605,HTI,201,0.865800865800866,183
2009,-1.4473616,HTI,224,0.965367965367965,206
2010,-1.1525044,HTI,213,0.917748917748918,194
2011,-1.272333,HTI,216,0.92274678111588,195
2012,-0.96802866,HTI,201,0.854700854700855,180
2013,-1.0452094,HTI,202,0.85531914893617,180
2014,-1.2705255,HTI,215,0.914529914529914,194
2015,-1.2633933,HTI,215,0.914529914529914,194
2016,-1.1776196,HTI,211,0.897435897435897,190
1995,0.82891184,HUN,41,0.18348623853211,39
1996,0.810215,HUN,38,0.172897196261682,38
1997,0.79609436,HUN,45,0.205607476635514,45
1998,0.7996712,HUN,45,0.205607476635514,45
1999,0.79239357,HUN,45,0.204651162790698,44
2000,0.99675626,HUN,43,0.182608695652174,34
2001,1.0645608,HUN,39,0.165217391304348,32
2002,1.1103489,HUN,32,0.134782608695652,27
2003,1.1022187,HUN,30,0.126086956521739,26
2004,1.116295,HUN,32,0.134782608695652,30
2005,1.2669,HUN,20,0.0826086956521739,17
2006,1.4148,HUN,20,0.0822510822510823,17
2007,1.4529519,HUN,17,0.0692640692640693,17
2008,1.3366458,HUN,21,0.0865800865800866,19
2009,1.3761116,HUN,22,0.0909090909090909,20
2010,1.4436831,HUN,18,0.0735930735930736,17
2011,1.466977,HUN,20,0.0815450643776824,18
2012,1.3323331,HUN,22,0.0897435897435897,19
2013,1.3857669,HUN,20,0.0808510638297872,18
2014,1.3601607,HUN,19,0.0769230769230769,16
2015,1.3521267,HUN,22,0.0897435897435897,20
2016,1.3514974,HUN,22,0.0897435897435897,21
1995,-0.5022859,IDN,150,0.68348623853211,144
1996,-0.5329612,IDN,147,0.682242990654206,145
1997,-0.5953085,IDN,149,0.691588785046729,147
1998,-0.52506894,IDN,146,0.677570093457944,144
1999,-0.27686787,IDN,130,0.6,127
2000,-0.2673102,IDN,138,0.595652173913044,124
2001,-0.2744599,IDN,141,0.608695652173913,127
2002,-0.244337,IDN,150,0.647826086956522,134
2003,-0.26575503,IDN,145,0.626086956521739,128
2004,-0.29067516,IDN,146,0.630434782608696,131
2005,-0.30668932,IDN,148,0.639130434782609,133
2006,-0.30201313,IDN,148,0.636363636363636,133
2007,-0.28201747,IDN,141,0.606060606060606,125
2008,-0.21907839,IDN,137,0.588744588744589,120
2009,-0.4033301,IDN,150,0.645021645021645,132
2010,-0.40927538,IDN,160,0.688311688311688,142
2011,-0.4429514,IDN,159,0.678111587982833,139
2012,-0.2953304,IDN,144,0.611111111111111,124
2013,-0.28311667,IDN,148,0.625531914893617,128
2014,-0.19555467,IDN,136,0.576923076923077,118
2015,-0.24079925,IDN,140,0.594017094017094,122
2016,-0.26013848,IDN,145,0.615384615384615,127
1995,0.10476217,IND,100,0.454128440366972,94
1996,0.13184641,IND,91,0.420560747663551,89
1997,0.25671262,IND,87,0.401869158878505,85
1998,0.20499182,IND,98,0.453271028037383,96
1999,0.2379691,IND,92,0.423255813953488,89
2000,0.16706179,IND,106,0.456521739130435,93
2001,0.2304199,IND,102,0.439130434782609,90
2002,0.21178977,IND,106,0.456521739130435,92
2003,0.18573114,IND,109,0.469565217391304,96
2004,0.14534926,IND,107,0.460869565217391,94
2005,0.19283131,IND,102,0.439130434782609,91
2006,0.22793221,IND,102,0.437229437229437,89
2007,0.12536363,IND,111,0.476190476190476,95
2008,0.1275147,IND,113,0.484848484848485,98
2009,0.16883837,IND,111,0.476190476190476,96
2010,0.09582203,IND,118,0.506493506493507,102
2011,0.06945962,IND,120,0.510729613733906,103
2012,0.17043747,IND,105,0.444444444444444,89
2013,0.17916104,IND,103,0.434042553191489,87
2014,0.2360828,IND,98,0.414529914529915,86
2015,0.25574473,IND,100,0.423076923076923,84
2016,0.27979723,IND,98,0.414529914529915,84
1995,-0.19282982,IOT,121,0.55045871559633,115
1996,0.43072644,IOT,70,0.322429906542056,68
1997,0.30944374,IOT,79,0.364485981308411,77
1998,0.76488626,IOT,47,0.214953271028037,47
1999,-0.44336352,IOT,141,0.651162790697675,138
2000,-0.21255298,IOT,134,0.578260869565217,120
2001,-0.084875025,IOT,130,0.560869565217391,116
2002,-0.05019974,IOT,129,0.556521739130435,114
2003,0.6531325,IOT,62,0.265217391304348,52
2004,1.1488972,IOT,31,0.130434782608696,29
2005,0.76082885,IOT,52,0.221739130434783,46
2006,0.92793155,IOT,51,0.216450216450216,44
2007,1.4210414,IOT,18,0.0735930735930736,18
2008,1.1521109,IOT,31,0.12987012987013,27
2009,0.5947185,IOT,75,0.32034632034632,65
2010,0.7263024,IOT,61,0.25974025974026,51
2011,0.61637807,IOT,71,0.300429184549356,60
2012,1.1331265,IOT,35,0.145299145299145,30
2013,0.77160656,IOT,59,0.246808510638298,51
2014,0.74430704,IOT,64,0.269230769230769,54
